NCED Sonar Capture - Text Output File (Tab and Comma delineated),,,,,,,,,
14:26:16,7/7/15,,,,,,,,
RunName,E:\DATA\Ricardo-sonar\20150707-20000-eq\20000-eq,,,,,,,,
Sample Interval (sec),5,,,,,,,,
Samples Per Probe,1,,,,,,,,
Water Temp in C,20.8,,,,,,,,
Water Height,290,,,,,,,,
,,,,,,,,,
Transducer Locations,,,,VariGains Not Used,,,,,
Transducer #,X,Y,Z,dB,,,,,
Transducer 1,768,0,265,0,,,,,
Transducer 2,668,0,279,0,,,,,
Transducer 3,868,0,260,0,,,,,
Transducer 4,568,0,272,0,,,,,
Transducer 5,468,0,300,0,,,,,
Transducer 6,368,0,312,0,,,,,
,,,,,,,,,
"PULSER SETTINGS:, Rcvr  Echo, LPF   3  , HPF   1, Trig  External, PRF   100, DMP   333, Volts 900, Enrgy 3, Impd  Low, Gain  0,(Gain may change from above value dynamically - check PingHeaders.)",,,,,,,,,
,,,,,,,,,
Pass,RunTime,RunSeconds,ContinuousSec,Probe_1,Probe_2,Probe_3,Probe_4,Probe_5,Probe_6
1, 0:00:02,2.1,2.1,184.3,207.7,174,217.3,235.9,253.3
2, 0:00:07,6.8,6.8,187.3,208.1,170.1,216.8,241,248.7
3, 0:00:12,11.8,11.8,186.9,207.9,178.1,214.7,236.2,256.2
4, 0:00:17,17.4,17.4,185.7,208.8,177.4,218.8,237.9,252.8
5, 0:00:22,22.3,22.3,183.4,203.9,174.1,217.4,239.2,256.9
6, 0:00:27,26.9,26.9,185.8,209.2,173.4,214.9,236.4,255.5
7, 0:00:33,32.5,32.5,185.5,208.9,169.5,217.1,236.4,258.8
8, 0:00:37,37.1,37.1,188,209.7,174.7,215.1,235.7,255
9, 0:00:42,42.3,42.3,185.1,204.4,174.5,213.3,238.6,253
10, 0:00:47,47.4,47.4,186.8,210.1,176.8,216.8,235.5,253.9
11, 0:00:52,52.3,52.3,186.7,207.7,174.2,214.2,238.1,258.2
12, 0:00:57,56.9,56.9,186.2,204.7,175.9,217.5,240.2,253.6
13, 0:01:03,62.5,62.5,184.9,205.2,173.4,218.8,239.4,252.1
14, 0:01:07,66.6,66.6,185.5,205.9,175.4,216.9,238.9,256.5
15, 0:01:12,72.2,72.2,183,207.7,174.2,217.8,235.9,253.5
16, 0:01:17,76.8,76.8,185.3,207.9,173,218.5,237.6,254.8
17, 0:01:22,81.9,81.9,184.4,209.1,175.4,217.9,241.4,253.4
18, 0:01:27,87,87,187,211.7,172.5,215.7,238.5,254.1
19, 0:01:32,92,92,184.6,210.5,174.2,219.3,238.7,257.1
20, 0:01:37,97.1,97.1,190.3,208.3,171.4,216.7,238.2,254.3
21, 0:01:42,102.2,102.2,186.5,212,171.5,217.1,241.6,255.5
22, 0:01:47,106.8,106.8,182.1,211.1,175,217,239.5,261.1
23, 0:01:52,112.1,112.1,189,207.1,175,218.2,239.6,257.3
24, 0:01:57,116.8,116.8,187.9,207.9,170.8,219,240.9,256.5
25, 0:02:02,122.3,122.3,185.7,210.5,176.9,214.2,235.6,255.1
26, 0:02:07,127.4,127.4,185.2,208.8,178.4,219.5,240.4,255.8
27, 0:02:13,132.6,132.6,188.9,206.2,173.6,215.4,234.3,256.2
28, 0:02:17,137.2,137.2,187.7,209.3,174.8,220.5,238.9,253.1
29, 0:02:22,141.9,141.9,185,209.1,176.6,217,239.8,256.3
30, 0:02:27,147.5,147.5,187.2,211,173.7,217.7,239.6,255.6
31, 0:02:33,152.6,152.6,187.6,207.1,172.1,217.9,237.6,257
32, 0:02:37,157.3,157.3,186.9,211.1,173.8,215.6,240.2,257.3
33, 0:02:42,161.9,161.9,186.1,208.9,173.2,216.2,238.3,257.7
34, 0:02:47,166.9,166.9,187.6,210,177.8,217.7,239,260
35, 0:02:52,172,172,187.7,209.1,172.7,217.5,240.2,256.3
36, 0:02:57,177.1,177.1,189.6,207.7,176.6,219.3,241.6,254.7
37, 0:03:02,182.2,182.2,188.9,209.4,177,215.4,239.3,256.3
38, 0:03:07,186.8,186.8,186.2,209.7,172.7,220.7,238,254.8
39, 0:03:12,192.2,192.2,187.6,209.8,178.4,220.9,241.6,255.1
40, 0:03:17,196.8,196.8,187.6,208.4,175.9,217.8,241.4,256.8
41, 0:03:22,202.3,202.3,184.5,207.7,174.8,220.5,242,257.3
42, 0:03:27,206.7,206.7,192.8,212.6,176.2,218.6,241,256.8
43, 0:03:32,211.7,211.7,189.9,214.9,173.3,214.4,241.3,254
44, 0:03:37,217.3,217.3,187,210.6,175.4,220,237.4,257.8
45, 0:03:42,221.9,221.9,188.7,206.2,174.5,219.3,241.3,257
46, 0:03:48,227.5,227.5,188.4,208.5,175,215.5,236,260.1
47, 0:03:52,232.1,232.1,187,212.2,178,216.8,239.6,253.4
48, 0:03:57,237.3,237.3,186.5,205.8,175,219.6,241.5,258.2
49, 0:04:02,241.9,241.9,186.4,209.8,173,218,241.3,257.4
50, 0:04:07,247.4,247.4,185,209.1,175.7,220,239.7,257.7
51, 0:04:12,252.1,252.1,188.4,210.2,176.3,217.7,238.5,258.6
52, 0:04:17,256.6,256.6,187,210.8,174.5,219.1,244.3,257.5
53, 0:04:22,262.2,262.2,186.5,208.2,176.9,217.4,245.1,256.5
54, 0:04:27,267.3,267.3,188.2,209.5,172.9,220.5,250.6,258.4
55, 0:04:32,272.5,272.5,186.1,208.2,172.6,218.7,238.7,256.9
56, 0:04:37,277.1,277.1,185.1,209.3,175.2,216.8,236.9,259.9
57, 0:04:42,282.1,282.1,188.4,208.8,174.7,222,240.4,257.4
58, 0:04:47,286.8,286.8,186.1,210.8,174.9,218.6,242.5,258.8
59, 0:04:52,291.8,291.8,187.3,211.6,174.7,222.3,242,256.3
60, 0:04:57,296.9,296.9,190.2,208.7,177.6,221.2,245,258.8
61, 0:05:02,302,302,188.4,211.6,175.2,220.7,243.6,261.4
62, 0:05:08,307.6,307.6,183.1,210.4,175.5,221.2,237.8,256.7
63, 0:05:12,311.7,311.7,186.5,207.2,175.8,219.7,241.8,258.1
64, 0:05:17,317.3,317.3,191.1,213.7,174.8,218.5,237.9,259.7
65, 0:05:22,322.4,322.4,188.9,210.8,172.8,218.9,243,259.1
66, 0:05:27,327.3,327.3,191.4,209.3,179.9,217.4,246.6,259.1
67, 0:05:32,332.5,332.5,188.2,210.6,176.7,219.2,240.1,259.6
68, 0:05:37,337.1,337.1,188.2,206.8,179.7,223,243.1,258.7
69, 0:05:42,342.2,342.2,189.1,208.6,178.9,218.4,242,259.4
70, 0:05:47,347.3,347.3,185.9,211.7,175.2,224.7,240.8,257.7
71, 0:05:52,351.9,351.9,188.6,207.9,178,220.3,239.6,259.7
72, 0:05:57,357,357,188.2,212.7,174.4,219.4,239.1,260.8
73, 0:06:02,361.7,361.7,188.8,209.9,171.8,219.9,239.6,260.2
74, 0:06:07,367.2,367.2,186,209.2,174.8,219.6,238.7,261.9
75, 0:06:12,372.4,372.4,188.5,208.3,173.1,217.9,240.2,260.2
76, 0:06:17,377,377,189.9,209.4,176.2,219.8,243.1,259.7
77, 0:06:22,382.1,382.1,187.6,210,177.1,219.2,242.2,259.8
78, 0:06:27,386.6,386.6,188.8,209.3,175.7,218.4,239,257.4
79, 0:06:32,392.3,392.3,187.5,209,177.9,220.8,244.6,262.7
80, 0:06:37,397.4,397.4,187.6,210,177,221.8,241.5,255.8
81, 0:06:42,402,402,187.4,210,174.8,221.5,240.2,260.3
82, 0:06:48,407.6,407.6,187.9,210.6,173.5,219.5,241.9,258.5
83, 0:06:52,411.7,411.7,186.4,207.9,173.3,218.8,240.4,260.1
84, 0:06:57,417.3,417.3,187.9,210.8,177.4,218.6,238.5,259.1
85, 0:07:02,422.2,422.2,186.7,211.4,175.5,222.6,242.5,257.4
86, 0:07:07,426.8,426.8,189.3,206.5,174.6,218.4,241.6,259.1
87, 0:07:12,432.1,432.1,186.4,210,176.2,219.1,244.7,257.4
88, 0:07:17,437.1,437.1,186.8,210.5,177.6,219.4,240.8,259.4
89, 0:07:22,441.8,441.8,188.2,211.3,176.2,220.9,243.5,259.1
90, 0:07:27,446.8,446.8,188.9,209.4,172.5,218.2,243.4,257.8
91, 0:07:32,452.4,452.4,190.3,209,170.9,217.3,243.9,259.6
92, 0:07:38,457.5,457.5,188.3,210.2,174.7,220.1,244.3,259.6
93, 0:07:42,461.6,461.6,188.2,209,175.9,219.5,241.9,257.3
94, 0:07:47,466.7,466.7,187,208.9,178.3,218.6,240.7,263.3
95, 0:07:52,472.3,472.3,188.4,210,177.3,219.1,241.9,259.1
96, 0:07:57,476.9,476.9,187.5,209,175.7,219.4,242.6,258
97, 0:08:02,482,482,188.5,212.8,177.5,215.5,241.9,259.6
98, 0:08:08,487.5,487.5,186.1,210,174.7,219.1,241.6,261.4
99, 0:08:12,492.2,492.2,191.9,210.8,175.3,221.4,241.5,258.9
100, 0:08:17,496.8,496.8,186.7,211.3,173.6,217.9,243.6,261.4
101, 0:08:22,501.8,501.8,187.9,212.2,176,220.2,243.8,259.1
102, 0:08:27,507.3,507.3,192.7,209.4,174.1,221.5,241.2,265.1
103, 0:08:32,512.4,512.4,192.3,211.2,175.7,220.1,242.7,258.5
104, 0:08:38,517.5,517.5,188,207.6,176.5,218.5,246.8,262
105, 0:08:42,521.6,521.6,188.3,215.9,174.5,218.4,239.6,261
106, 0:08:47,526.7,526.7,188.2,210,172.4,221.1,245.6,259.1
107, 0:08:52,531.8,531.8,190.3,212.9,178.5,219.6,241.2,254.3
108, 0:08:57,537.1,537.1,188.2,212.6,178.9,218.2,243.6,258.8
109, 0:09:02,542.3,542.3,185.9,208.8,174.7,220.2,241.6,260.3
110, 0:09:07,547.4,547.4,188.2,212.5,169.6,222.2,245.4,258.3
111, 0:09:13,552.5,552.5,189.6,210,178.5,218.5,240.5,261
112, 0:09:17,557.2,557.2,188.6,211.4,179.7,220.6,243.9,260.2
113, 0:09:22,562.3,562.3,188.4,207.8,174.8,220,242.1,261.6
114, 0:09:27,567.2,567.2,189.8,210.2,172.1,218.6,243.4,260
115, 0:09:32,572.4,572.4,183.8,213.7,174.7,220.8,242.9,263
116, 0:09:37,577,577,188.5,210.1,175.9,220,238.1,260.2
117, 0:09:42,581.7,581.7,188,212.3,173.2,219.8,243.5,263
118, 0:09:47,587.3,587.3,188.7,210.9,173.8,218.5,240.7,260.2
119, 0:09:52,592.4,592.4,192.5,211.2,176,223,244.7,255.5
120, 0:09:58,597.5,597.5,191.1,210.5,177.3,218.6,242.5,259.7
121, 0:10:02,602.2,602.2,190.8,209.7,177.7,222.6,242.9,261.8
122, 0:10:07,606.8,606.8,188.5,208,178.2,221.7,243.1,259.7
123, 0:10:12,611.9,611.9,186.5,213.2,180.2,220.3,244.2,262.3
124, 0:10:17,617.4,617.4,187.4,212.8,178.4,218.9,242.5,262.5
125, 0:10:22,622.1,622.1,189.8,210.8,175.1,221.1,244.1,256.8
126, 0:10:27,626.6,626.6,189.7,211.1,172.6,220,245.5,261.1
127, 0:10:32,632.2,632.2,189.2,215.2,174,221.5,242.8,263.7
128, 0:10:37,637.3,637.3,187,212,177.9,223,243.1,262.8
129, 0:10:42,642.4,642.4,189,212.3,178.3,216.9,242.5,261
130, 0:10:47,646.6,646.6,187.3,214.8,171.8,222.3,241.6,262.7
131, 0:10:52,651.7,651.7,187.6,208.6,174.8,220.5,239.6,261.7
132, 0:10:57,656.8,656.8,188.7,211.4,176.5,220.4,242.3,263.1
133, 0:11:02,662.4,662.4,188.8,212,175.5,221.6,242.9,258.8
134, 0:11:07,667.5,667.5,188.3,213,174.7,221.4,245.4,260.4
135, 0:11:12,672.1,672.1,188.5,211.6,172.4,221.3,244,261.4
136, 0:11:17,676.7,676.7,190.2,211.2,172.4,220.9,247.5,260.9
137, 0:11:22,681.7,681.7,189,210.8,177.4,219.7,245.6,262.1
138, 0:11:27,687.3,687.3,187.1,211.1,178,225.1,240.8,261.2
139, 0:11:32,691.9,691.9,187.3,210.2,177.9,221.2,243.4,260
140, 0:11:38,697.5,697.5,187.8,210.8,180.2,218.3,243.5,262.4
141, 0:11:42,701.6,701.6,189,209.7,176.3,218.8,244.6,261.8
142, 0:11:47,707.2,707.2,189.2,211.5,176.9,220.3,244.6,259.6
143, 0:11:52,712.3,712.3,189.9,210.9,177.2,217.7,244.5,261.7
144, 0:11:57,717.5,717.5,188.9,209.5,175.7,218.2,241.5,262.7
145, 0:12:02,721.9,721.9,186.5,210.1,175.4,220.2,250.4,263.1
146, 0:12:07,727.5,727.5,188,209,176.4,219.9,244.8,261.1
147, 0:12:12,731.6,731.6,187.4,210.1,171.2,221.4,245.1,260
148, 0:12:17,737.2,737.2,188.4,209.4,177.1,219.5,244,265.7
149, 0:12:22,742.3,742.3,189.7,210,175.6,221.1,243.1,260.2
150, 0:12:27,747,747,189.2,211,176.1,220.8,246.8,265
151, 0:12:33,752.6,752.6,188.9,211.7,176,221.4,241.4,260.2
152, 0:12:37,757.2,757.2,184.1,209.8,174.4,222.5,242.4,257.9
153, 0:12:42,762.4,762.4,189,209.1,174.6,220.4,246.7,259.1
154, 0:12:47,767.5,767.5,185.6,211.4,175.3,220.1,243.6,262
155, 0:12:52,772.1,772.1,186.7,210,175.3,221,240.6,261.5
156, 0:12:57,776.8,776.8,187.1,210.1,179.5,222,243.3,258.2
157, 0:13:02,782.3,782.3,188.2,211.3,178.3,218.2,247,262.6
158, 0:13:07,786.9,786.9,187.3,209.3,177.1,223,243.6,260.5
159, 0:13:12,792,792,188.9,212,175.5,223,246.2,262.3
160, 0:13:17,797.1,797.1,188.2,213.2,173.4,221.1,242.5,262.8
