NCED Sonar Capture - Text Output File (Tab and Comma delineated),,,,,,,,,
13:42:01,11/25/14,,,,,,,,
RunName,E:\DATA\Ricardo-sonar\20141125-12000-eq\12000-eq,,,,,,,,
Sample Interval (sec),5,,,,,,,,
Samples Per Probe,1,,,,,,,,
Water Temp in C,18,,,,,,,,
Water Height,350,,,,,,,,
,,,,,,,,,
Transducer Locations,,,,VariGains Not Used,,,,,
Transducer #,X,Y,Z,dB,,,,,
Transducer 1,7680,0,290,10,,,,,
Transducer 2,6680,0,300,11,,,,,
Transducer 3,8680,0,290,12,,,,,
Transducer 4,5680,0,350,13,,,,,
Transducer 5,4680,0,347,14,,,,,
Transducer 6,3680,0,360,15,,,,,
,,,,,,,,,
"PULSER SETTINGS:, Rcvr  Echo, LPF   3  , HPF   1, Trig  External, PRF   100, DMP   333, Volts 900, Enrgy 3, Impd  Low, Gain  0,(Gain may change from above value dynamically - check PingHeaders.)",,,,,,,,,
,,,,,,,,,
Pass,RunTime,RunSeconds,ContinuousSec,Probe_1,Probe_2,Probe_3,Probe_4,Probe_5,Probe_6
1, 0:00:02,1.5,1.5,231.8,240.8,223.3,257.4,277.1,289.4
2, 0:00:07,7,7,241.4,235.7,204.8,258.3,279.9,289.8
3, 0:00:12,12,12,242.9,238,202,257.9,278.3,290.6
4, 0:00:17,17,17,228.7,247.1,216.6,262.8,275.4,289.6
5, 0:00:22,22,22,214.2,245.3,238.1,259.4,277.8,288.3
6, 0:00:27,27,27,217.5,245.2,240.5,258.3,276.6,290.3
7, 0:00:32,32,32,230.4,243.1,219.7,260.6,276.2,288.6
8, 0:00:37,37,37,223.7,245.3,188.4,260.6,279.7,287.1
9, 0:00:42,42,42,219,247.9,204.9,254.9,279.1,284.5
10, 0:00:47,47.4,47.4,222.5,251.6,212.9,259.5,275.2,288.8
11, 0:00:52,52,52,220.9,243.1,199.6,261,274.2,285.4
12, 0:00:57,57,57,226.9,244.7,211.8,263,276.5,286.4
13, 0:01:02,62,62,226.8,246.7,205.3,256.1,274,285.5
14, 0:01:07,67.4,67.4,219.8,250.6,207.7,259.9,277.2,289
15, 0:01:12,72,72,222.6,245.6,221.9,264,274.2,285.2
16, 0:01:17,77.5,77.5,225.5,246.7,211.4,261.1,276.9,286.6
17, 0:01:22,82.1,82.1,227.3,247.1,208.6,258.2,277.2,284.5
18, 0:01:27,87,87,220.8,245.7,206.8,257.6,276.5,287.7
19, 0:01:32,92,92,225.3,247.2,218.9,256.8,274.8,286.9
20, 0:01:37,97,97,223,245.1,211.7,257.1,274.5,288.9
21, 0:01:42,102,102,224.5,244.1,211.8,256.9,273.9,287.6
22, 0:01:47,107,107,224,244.9,210.3,256.4,277.4,288.1
23, 0:01:52,112.4,112.4,222.6,245.7,212.4,254.9,274.8,289.4
24, 0:01:57,117,117,223.7,245.2,213.3,256.6,275,286.4
25, 0:02:02,122,122,220.9,244.1,212.5,261.9,278.6,293
26, 0:02:07,126.9,126.9,227.1,244.4,212.5,253.8,271.9,284.6
27, 0:02:12,131.9,131.9,226.7,245.4,209.8,257.8,279.9,288.5
28, 0:02:17,136.9,136.9,227.1,242.7,210.2,256.6,273.4,287.2
29, 0:02:22,142.3,142.3,225.4,246,215.8,255.8,270.9,292.3
30, 0:02:27,146.9,146.9,226.3,247,213,257.4,275,289.3
31, 0:02:32,151.9,151.9,222.3,243.2,212.7,254.6,276.9,286.6
32, 0:02:37,156.9,156.9,226.5,248,215.8,251.9,274.8,286.9
33, 0:02:42,161.9,161.9,221.7,247.2,209.6,257.8,273.1,287.8
34, 0:02:47,167.4,167.4,224.2,241.3,212.9,258.9,274.5,289.7
35, 0:02:52,172,172,226.7,240.6,214.7,258.2,273.5,289.7
36, 0:02:57,177,177,230.4,247.3,207.9,254.7,277.2,290
37, 0:03:02,182.4,182.4,220.1,250.3,211.3,258.4,275.4,287.2
38, 0:03:07,187,187,217.7,242.5,226.8,253.3,277.3,287.8
39, 0:03:12,192,192,227.4,247.3,221.1,257.2,275.2,288.9
40, 0:03:17,196.9,196.9,227.2,241.6,202.3,257.7,278,284.6
41, 0:03:22,202.4,202.4,225.5,243.4,200.6,258,276.1,292.2
42, 0:03:27,206.9,206.9,226.8,243.8,211,254.8,270.8,287.8
43, 0:03:32,211.7,211.7,224.8,248.3,212.3,259.2,275.9,291.7
44, 0:03:37,216.7,216.7,220,243.6,217.2,256.5,279.6,287.1
45, 0:03:42,221.7,221.7,225.4,245.8,218.9,254.6,279,288.3
46, 0:03:47,226.8,226.8,224.3,250.3,207.5,257.8,275.7,288.7
47, 0:03:52,231.8,231.8,217,240.2,207,259.8,275.6,291.4
48, 0:03:57,236.8,236.8,233.5,239.5,219.5,257.8,274.6,287.8
49, 0:04:02,241.7,241.7,230.7,246.1,203.5,258,276.3,288.2
50, 0:04:07,247.2,247.2,222.2,246.9,203.8,257,277.5,289.2
51, 0:04:12,252.3,252.3,216.6,245.2,226.6,257.8,279.6,289.5
52, 0:04:17,256.9,256.9,225.1,248.6,220.7,258.5,275.3,285.8
53, 0:04:22,261.8,261.8,220,240.2,200.8,258,281,289.9
54, 0:04:27,266.8,266.8,227.9,245.4,207.7,255.4,272,285.6
55, 0:04:32,271.8,271.8,222.5,246.7,203.1,259.7,276.8,290.7
56, 0:04:37,276.8,276.8,223.2,245.6,214.8,258.3,278.9,291.6
57, 0:04:42,282.2,282.2,224.8,245.1,217.8,255.9,274,289.2
58, 0:04:47,286.8,286.8,227,248.7,206.3,261.2,278,285.8
59, 0:04:52,291.8,291.8,218,242.4,212.4,255.4,274.6,288.9
60, 0:04:57,296.8,296.8,227.3,246.9,216,258.7,273.6,294.8
61, 0:05:02,301.7,301.7,224,244.9,210.3,256.8,268,286.1
62, 0:05:07,307.2,307.2,222.8,244.3,207.8,262,281.2,287.8
63, 0:05:12,311.8,311.8,227.4,245.5,214.5,253,275.4,291
64, 0:05:17,316.8,316.8,222.8,248.2,203.1,259.4,272.6,289.5
65, 0:05:22,321.7,321.7,220.3,245.4,220.3,266.4,276.4,290.1
66, 0:05:27,326.8,326.8,227.2,238.4,210.6,256.4,278.8,288.9
67, 0:05:32,331.8,331.8,234,250.3,207.4,255.5,282.8,290.6
68, 0:05:37,336.7,336.7,217.1,248.9,203,256.5,271.9,291.5
69, 0:05:42,341.8,341.8,224.1,242.1,220,262.5,276.7,289.5
70, 0:05:47,346.7,346.7,233.7,239.9,218.5,260.4,278.1,289.2
71, 0:05:52,351.7,351.7,226.4,246.6,193.1,255.3,277,287.9
72, 0:05:57,356.7,356.7,216.4,252.5,215.5,260.7,277.6,286.2
73, 0:06:02,361.7,361.7,211.8,243.4,225.2,260.6,275.4,287.8
74, 0:06:07,366.6,366.6,232,243.3,217.2,261.3,275.8,290.8
75, 0:06:12,371.6,371.6,227.2,245.2,195.9,262,275.5,285.4
76, 0:06:17,376.6,376.6,225.1,251.3,199.5,257.9,277.6,288.7
77, 0:06:22,381.6,381.6,216,248.3,220.3,257.4,276.1,288
78, 0:06:27,386.5,386.5,220.2,248.2,214.9,261.2,280.4,286.9
79, 0:06:32,392.1,392.1,225.7,245.8,206,258.3,279.6,286
80, 0:06:37,397.5,397.5,226.4,247.4,201.4,259.3,277.5,286.6
81, 0:06:42,401.5,401.5,222.5,244.1,213.2,262.4,274.2,290.8
82, 0:06:48,407.5,407.5,223.5,245.8,212.7,262.5,274.8,288.1
83, 0:06:52,411.6,411.6,224.1,242.4,214.3,262,282,292.1
84, 0:06:57,416.5,416.5,224.4,246.8,205.5,257.2,277.4,290.6
85, 0:07:02,422.1,422.1,217.2,253.1,216.9,263.4,279.3,292.6
86, 0:07:07,427,427,220,243.2,214.7,259.4,277.6,288.1
87, 0:07:12,432,432,227.9,244.7,210.8,260.6,277.9,288.6
88, 0:07:17,437,437,229.6,247.2,202.5,260,279,285.2
89, 0:07:22,442.4,442.4,220.9,246.1,201.1,260.1,283.5,287.8
90, 0:07:27,447,447,225.9,248.6,218.8,261.7,275,288.7
91, 0:07:32,452,452,223.1,246.9,207.3,260.1,274.6,287.5
92, 0:07:37,457,457,224.7,244.6,211.8,260.4,279,290.2
93, 0:07:42,462.5,462.5,223.4,250,208.5,258.7,275.9,289.7
94, 0:07:47,467.1,467.1,222.6,251.9,213.5,259.3,275.3,288.6
95, 0:07:52,472,472,222.3,244.9,211,258.6,275,291.1
96, 0:07:57,477.1,477.1,230.7,248.3,212.2,257.8,281.6,287.7
97, 0:08:02,482,482,227.3,243.3,203.3,261,280.1,291.3
98, 0:08:07,487,487,227.5,248.1,206.6,261.1,273.8,290.9
99, 0:08:12,492,492,223.4,246.1,213.8,261.9,277.8,291.1
100, 0:08:17,497,497,228,248,214.9,259.3,279,289.8
101, 0:08:22,502,502,222.3,248,209.5,257.7,276.2,286.6
102, 0:08:27,506.9,506.9,224.5,249.7,214.4,263.2,280.3,292.8
103, 0:08:32,512.4,512.4,222.8,244,212,260.2,274.9,291
104, 0:08:37,516.9,516.9,228.8,247.5,210.1,261.8,276.5,293.7
105, 0:08:42,521.9,521.9,226.5,248.9,202.5,260.3,279.8,287.3
106, 0:08:47,526.9,526.9,222.9,248,207.5,259.2,283.1,288.5
107, 0:08:52,532,532,225.6,252.1,218.3,261.3,278.1,287.6
108, 0:08:57,536.9,536.9,221.7,248.9,209.7,265.5,275.6,285.3
109, 0:09:02,541.9,541.9,230.3,243,212.6,264.9,280.4,290
110, 0:09:07,546.9,546.9,227.6,246.5,204.3,260.1,276.9,291
111, 0:09:12,551.9,551.9,223,253.8,212.8,264.2,278,288.2
112, 0:09:17,556.8,556.8,217.4,247.2,217.6,262.3,280.4,290.2
113, 0:09:22,561.8,561.8,229.7,249.6,216.9,261,279.8,289.3
114, 0:09:27,566.8,566.8,228.9,252,202.7,260.6,278.4,288.7
115, 0:09:32,571.8,571.8,222.1,248.6,199.7,264,281.8,291.7
116, 0:09:37,576.8,576.8,227.3,246.6,219.7,265.6,277.6,293
117, 0:09:42,581.8,581.8,230.7,250.2,200.9,262.8,279.4,290.1
118, 0:09:47,587.3,587.3,225.9,251.1,206.7,262.6,280.4,287.5
119, 0:09:52,591.8,591.8,224.5,250.3,218.9,261.7,279.6,289.5
120, 0:09:57,596.7,596.7,225.3,251.2,211,262.3,278.5,288.9
121, 0:10:02,602.2,602.2,224.9,246,209.3,264.7,281,290.4
122, 0:10:07,606.8,606.8,231.9,248.6,209.4,259.8,280.3,290.3
123, 0:10:12,611.8,611.8,225.4,251.7,205.9,261.6,278.1,291.8
124, 0:10:17,616.8,616.8,222.4,250,215.9,261.9,283.9,291.9
125, 0:10:22,621.8,621.8,225.4,246.5,218.3,262,280,291.4
126, 0:10:27,627,627,230.2,249.7,211,261.6,279.3,292.8
127, 0:10:32,632,632,226.8,249.7,202.8,262.7,280,289.9
128, 0:10:37,637,637,223.9,249.1,212.1,259.4,279.6,291.4
129, 0:10:42,641.9,641.9,227,248.5,216.9,262.8,279.5,288.4
130, 0:10:47,646.9,646.9,224.4,248.5,207.4,265.9,278.5,291.9
131, 0:10:52,652.4,652.4,229.2,247.4,212.8,259.3,279.7,290.4
132, 0:10:57,657,657,225.9,250.4,207.9,264.3,277.6,289.7
133, 0:11:02,661.9,661.9,226.2,248.9,214.9,261.6,281.4,289.3
134, 0:11:07,667,667,223.8,246.8,214.6,261.4,279.1,290.1
135, 0:11:12,672,672,227.6,250.8,212.5,264.3,283,290.3
136, 0:11:17,677,677,225.8,250.2,205.1,262.1,277.6,289.8
137, 0:11:22,681.9,681.9,223,248.8,209,262.3,281.5,287.4
138, 0:11:27,687.4,687.4,227.3,252.5,213.3,260.1,279.2,291.1
139, 0:11:32,692,692,225.5,251.6,206.5,261.7,280.4,289.2
140, 0:11:37,697,697,227.1,251.1,216.2,265.1,281.4,290.3
141, 0:11:42,702.4,702.4,230.1,247.5,214.1,262.3,279.1,290.4
142, 0:11:47,707,707,230.4,254.1,212.7,264,284.3,290.6
143, 0:11:52,712,712,226.5,250,211.8,263.4,278.2,292.7
144, 0:11:57,717.4,717.4,225.8,249,217.8,262,279.6,289.2
145, 0:12:02,722,722,228.9,248,215.8,264.6,282.5,290.5
146, 0:12:07,727,727,226.4,248.6,208,260.9,283.6,288.9
147, 0:12:12,732,732,229,252,217.8,264.5,279.3,290.5
148, 0:12:17,737,737,222.7,248,207.2,262.3,278.5,290.3
149, 0:12:22,742,742,228.8,252.6,216.9,264.6,281.7,291.1
150, 0:12:27,746.9,746.9,225.7,248.3,206.3,261.1,279.2,291.7
151, 0:12:32,752.4,752.4,225.9,252.6,210.4,264.3,279.5,290.7
152, 0:12:37,757,757,227.9,252.3,217.5,266.4,279.3,290.6
153, 0:12:42,762,762,225.9,248.1,205.2,262.5,280.2,293.9
154, 0:12:47,767.4,767.4,228.4,252.5,214.1,262.6,280.7,288.7
155, 0:12:52,772,772,225.1,249.7,206.5,264.2,282.9,292.5
156, 0:12:57,777,777,227.3,250.7,216,260.8,277.6,292.6
157, 0:13:02,782,782,229.8,252.7,214.8,261.1,280.9,291.8
158, 0:13:07,787,787,226.8,252.8,209.5,261.7,282.4,290.7
159, 0:13:12,792,792,228.2,247.8,213.8,264.1,276.5,290.9
160, 0:13:17,797.4,797.4,230.2,248.7,211.4,264.7,281.4,288.6
161, 0:13:22,802.4,802.4,227.9,247.5,211,261.4,280.7,292.4
162, 0:13:27,807,807,227,251.4,215.3,264,278,289.8
163, 0:13:32,812,812,224.2,248.9,215.2,267,283.1,289.3
164, 0:13:37,817,817,227.1,245.5,213.2,263.8,279.8,293.4
165, 0:13:42,822,822,230.1,253.1,214.3,262.8,277.2,292.1
166, 0:13:47,827,827,225.2,251,205.4,261.7,284,289.8
167, 0:13:52,832.4,832.4,224.6,248.9,213.8,257.8,285.5,291.2
168, 0:13:57,837,837,228.5,251.4,213.9,263.1,279.6,290.6
169, 0:14:02,841.9,841.9,223.1,246.7,207.8,264.3,278.8,289.3
170, 0:14:07,847.4,847.4,225.3,244,214.8,265.1,280.9,293.9
171, 0:14:12,852,852,230.7,252.6,210.6,264,280.6,289.6
172, 0:14:17,857,857,221.6,252.4,208.2,263.4,282,290
173, 0:14:22,862.4,862.4,221.2,253.7,220.7,263.1,279.8,290.9
174, 0:14:27,867,867,227,246.4,214.1,263.7,281.2,293.3
175, 0:14:32,872,872,228,252.9,203,261.8,281.3,294.2
176, 0:14:37,876.9,876.9,225.3,251.5,206.2,261.7,279.8,289.5
177, 0:14:42,882,882,224.7,246.2,216.6,259.6,279.2,290.3
178, 0:14:47,887.4,887.4,232.9,251.4,215.3,260.3,281.4,289.5
179, 0:14:52,892,892,223.5,245.3,203.8,260.6,277.6,293.6
180, 0:14:57,897,897,228.8,246.6,215.8,262.8,277.5,293.4
181, 0:15:02,902,902,227,249.5,212.3,261.4,278.7,287.7
182, 0:15:07,907.5,907.5,223.3,250.4,212.1,261.2,281.4,291.1
183, 0:15:12,912.1,912.1,223.6,248.9,214.8,261.1,277.2,288.9
184, 0:15:17,917,917,225.3,248.8,212.7,264,280.4,297.3
185, 0:15:22,922,922,226.5,244,208.6,260.8,272.8,287.3
186, 0:15:27,927,927,229.9,248,210.3,264.6,282.7,291.8
187, 0:15:32,932,932,226.1,247.3,209.1,260,279.7,292
188, 0:15:37,937,937,220.8,248.5,217.2,257.8,278.7,290.8
189, 0:15:42,942,942,225.5,249.7,217.8,261.7,280.7,293.6
190, 0:15:47,947,947,225.1,242,207.1,257.8,276.5,294.2
191, 0:15:52,952.4,952.4,231.4,249.1,208.2,264.6,276.3,291.4
192, 0:15:57,957,957,224.8,241.6,208.5,260.3,279,292.4
193, 0:16:02,962,962,225.4,250.3,217.4,256.4,278.3,292.7
194, 0:16:07,967,967,225.8,252.2,216.9,258.6,277.6,291
195, 0:16:12,971.9,971.9,222.7,247,212.3,261,282.4,293.7
196, 0:16:17,976.9,976.9,228.8,241.3,214.1,257.6,277.7,286.6
197, 0:16:22,982.4,982.4,230.2,248.5,202.8,262.3,279.5,293.4
198, 0:16:27,987,987,224.8,245.8,208.9,262.4,275.8,290.9
199, 0:16:32,991.9,991.9,224.5,245.6,220.3,263.6,277.9,289.5
200, 0:16:37,996.9,996.9,223.7,248,214.3,261.5,281.6,288.3
201, 0:16:42,1001.9,1001.9,219.4,250.2,208.1,255.1,277.8,294
202, 0:16:47,1007.4,1007.4,223.2,251.6,214.3,262.8,277.7,290.3
203, 0:16:52,1012,1012,222,246.6,205.2,264.2,280.4,292.3
204, 0:16:57,1017,1017,232.7,243.4,208.2,259.4,282.6,291.3
205, 0:17:02,1021.9,1021.9,231.4,253.2,203.3,261,277.9,291.8
206, 0:17:07,1026.9,1026.9,216.7,249,211.5,262.1,279,288.5
207, 0:17:12,1031.9,1031.9,226.5,246.5,225.1,261.7,278.9,287.2
208, 0:17:17,1036.9,1036.9,230.7,246.8,211.3,263.6,278,295.7
209, 0:17:22,1041.9,1041.9,224,244.7,200.1,260.3,272.8,292
210, 0:17:27,1046.9,1046.9,224.3,251.2,216.9,262.6,280.1,287.4
211, 0:17:32,1051.9,1051.9,221,247.8,213,257.5,282.4,290
212, 0:17:37,1056.9,1056.9,225.2,250.6,212.8,256.6,279,288.2
213, 0:17:42,1061.9,1061.9,223,247.2,212.4,260.5,278.5,290.1
214, 0:17:47,1067.4,1067.4,229.2,240.6,206.8,262.6,279.2,294.9
215, 0:17:52,1072,1072,231.6,243.6,209.7,263.1,277.1,288.3
216, 0:17:57,1077.4,1077.4,224.2,251.7,205.9,262.8,281.3,291.6
217, 0:18:02,1081.9,1081.9,218,251.5,222.7,260,275.6,290.4
218, 0:18:07,1087,1087,221,249.5,221.8,263,277.8,290.1
219, 0:18:12,1092,1092,227.5,247.8,203.6,261.5,278.8,292.6
220, 0:18:17,1097,1097,227.7,246,199.1,260.3,277.4,291.6
221, 0:18:22,1102,1102,231.3,249.7,206.3,262.4,282.7,292.6
222, 0:18:27,1106.9,1106.9,220.3,249.6,211.6,258.3,280.3,291
223, 0:18:32,1111.9,1111.9,228.3,250.6,222.9,261.7,280.7,290.1
224, 0:18:37,1117.4,1117.4,223.3,246.3,207.4,260,280.4,295.8
225, 0:18:42,1122.4,1122.4,228,248.8,213.3,259.9,276.2,290.7
