NCED Sonar Capture - Text Output File (Tab and Comma delineated),,,,,,,,,
14:20:13,9/30/14,,,,,,,,
RunName,E:\DATA\Ricardo-sonar\20140930-4000-eq\4000-eq,,,,,,,,
Sample Interval (sec),5,,,,,,,,
Samples Per Probe,1,,,,,,,,
Water Temp in C,22.1,,,,,,,,
Water Height,350,,,,,,,,
,,,,,,,,,
Transducer Locations,,,,VariGains Not Used,,,,,
Transducer #,X,Y,Z,dB,,,,,
Transducer 1,7680,0,295,10,,,,,
Transducer 2,6680,0,300,11,,,,,
Transducer 3,8680,0,302,12,,,,,
Transducer 4,5680,0,293,13,,,,,
Transducer 5,4680,0,300,14,,,,,
Transducer 6,3680,0,305,15,,,,,
,,,,,,,,,
"PULSER SETTINGS:, Rcvr  Echo, LPF   3  , HPF   1, Trig  External, PRF   100, DMP   333, Volts 900, Enrgy 3, Impd  Low, Gain  0,(Gain may change from above value dynamically - check PingHeaders.)",,,,,,,,,
,,,,,,,,,
Pass,RunTime,RunSeconds,ContinuousSec,Probe_1,Probe_2,Probe_3,Probe_4,Probe_5,Probe_6
621, 0:51:43,3102.5,3102.5,170.5,176.4,165.1,192,217.7,222.3
622, 0:51:47,3106.6,3106.6,199.4,197,183.3,188.9,213.2,214.6
623, 0:51:52,3111.6,3111.6,208.6,178.7,186.5,206.9,209.6,223.7
624, 0:51:57,3116.6,3116.6,207.1,197.8,188.3,205.5,207.7,209.3
625, 0:52:02,3122.1,3122.1,198.6,209.3,182.5,199.2,200.7,213.2
626, 0:52:07,3126.7,3126.7,187,203,173.4,189.4,201.1,223.1
627, 0:52:12,3131.6,3131.6,177,190.9,160.9,187.4,226.4,211.9
628, 0:52:17,3137.1,3137.1,165.4,188.6,150.6,207.8,217.1,212.9
629, 0:52:22,3142.2,3142.2,159.8,206.4,181.5,199.5,203.2,218.7
630, 0:52:27,3146.8,3146.8,163.5,198.8,194.1,190.2,206.7,219.8
631, 0:52:32,3151.8,3151.8,189.1,184.4,189.2,191.4,221.8,210.3
632, 0:52:37,3156.8,3156.8,189.9,181.5,180.1,204.6,209.1,204.7
633, 0:52:42,3162.3,3162.3,181.8,203.7,173.6,194,200.2,216.9
634, 0:52:47,3166.8,3166.8,178,201.4,165,183.7,219.7,205.6
635, 0:52:52,3172.3,3172.3,194.1,187.8,158.5,203.2,216.5,216.9
636, 0:52:57,3176.9,3176.9,177.5,209,151.2,204.9,208.1,215.8
637, 0:53:02,3181.9,3181.9,167.1,203.5,155.2,195.5,216.8,215.5
638, 0:53:07,3186.9,3186.9,182.1,186.9,173,185.4,209.4,209.4
639, 0:53:12,3191.9,3191.9,175.5,182.3,184.3,183.9,203,212.2
640, 0:53:17,3196.9,3196.9,200.6,206.9,193.9,198.3,220.7,211.5
641, 0:53:22,3201.9,3201.9,205.1,211.3,193.1,193.5,208.4,216.5
642, 0:53:27,3206.9,3206.9,200.1,204.7,188,204.7,201.7,215.4
643, 0:53:32,3211.9,3211.9,196.7,200.3,173.9,198.2,204.5,217.8
644, 0:53:37,3216.9,3216.9,186.6,198.6,158.9,192.8,210.7,214.5
645, 0:53:42,3222.4,3222.4,174.5,188.3,152.8,208.9,214.3,217.8
646, 0:53:47,3227.5,3227.5,164.8,184.8,151.5,207.9,201.2,209.2
647, 0:53:52,3232,3232,162.5,200,176.5,200.1,213.4,223.2
648, 0:53:57,3237.1,3237.1,175.8,190.9,192.3,185.7,216.6,212.5
649, 0:54:02,3241.6,3241.6,192.9,187.1,182.1,192.7,214.1,215.8
650, 0:54:07,3246.6,3246.6,193.8,193.6,174.6,198,200.5,211.1
651, 0:54:12,3251.9,3251.9,188.7,211.4,159.6,193.2,200.1,218.7
652, 0:54:17,3257.4,3257.4,188.8,212.1,155.9,200.5,224.6,213.6
653, 0:54:22,3262,3262,177,203.5,159.7,208.4,212.5,213
654, 0:54:27,3267,3267,158.6,191,179,194.4,200.3,219.7
655, 0:54:32,3271.9,3271.9,154.4,184.7,190,182.8,199.2,213.7
656, 0:54:37,3277,3277,177.7,184.3,192.9,196.6,216.8,219.5
657, 0:54:42,3282.4,3282.4,161.2,195.2,195.8,210.8,210.3,219.3
658, 0:54:47,3287,3287,200.6,216.2,195,210.7,205.5,210
659, 0:54:52,3292.5,3292.5,192.9,211.5,185.9,209.1,207.5,226.1
660, 0:54:57,3297.1,3297.1,179.9,202,176.8,206.7,204.6,212.2
661, 0:55:02,3302.1,3302.1,164,190.6,170.4,198,217.7,223.2
662, 0:55:07,3306.5,3306.5,161.1,185.7,159.6,189.8,205.5,216.7
663, 0:55:12,3312,3312,194.2,176,179,183.1,204,214.3
664, 0:55:17,3317,3317,204.8,181.1,188.7,191.8,213.2,210.2
665, 0:55:22,3322,3322,198,213.7,178.2,205.2,221.6,223.6
666, 0:55:27,3327.1,3327.1,194.9,205.5,165.1,206.1,213.7,222
667, 0:55:32,3332,3332,184.8,199.9,156.4,198,216.4,215.3
668, 0:55:37,3336.6,3336.6,173.7,187.5,149.7,189.5,207.3,209.9
669, 0:55:42,3341.6,3341.6,165.7,181.8,144.4,185.2,203.6,223.3
670, 0:55:47,3346.6,3346.6,167.1,185.4,169.7,208,227.3,221.3
671, 0:55:52,3352.1,3352.1,161.4,205.6,189,207.8,224.1,224
672, 0:55:57,3356.6,3356.6,192.5,205.1,191.5,189.1,213,214.5
673, 0:56:02,3362.1,3362.1,192.3,196.8,180.2,181.4,200.3,220.7
674, 0:56:07,3366.6,3366.6,184.9,192.8,174.9,206.9,196.9,221.5
675, 0:56:12,3371.7,3371.7,176.1,213.4,164.5,216.1,203.7,214.6
676, 0:56:17,3376.6,3376.6,169.7,204.2,156.3,216.4,216.8,217.3
677, 0:56:22,3381.6,3381.6,164.9,191.9,149,211.6,208.9,222.2
678, 0:56:27,3386.6,3386.6,183.4,171.9,179.9,199.9,217.8,211
679, 0:56:32,3392.2,3392.2,197.3,174,194,188.5,205.6,220.9
680, 0:56:37,3396.7,3396.7,203.8,211.9,186.7,185.4,207.5,216.2
681, 0:56:42,3402.2,3402.2,194.4,177.5,181.9,182.7,221.7,205.1
682, 0:56:47,3406.8,3406.8,193.2,206.2,174,206.7,211.3,204.4
683, 0:56:52,3411.8,3411.8,177.3,209.2,156.7,213.1,211.3,201.8
684, 0:56:57,3417.3,3417.3,164.1,204.9,155.4,201.7,213.3,203.4
685, 0:57:02,3421.8,3421.8,172.5,188.1,186.9,195.6,216,207.8
686, 0:57:07,3426.8,3426.8,183.2,181.5,193.8,187,218.3,214.6
687, 0:57:12,3432.3,3432.3,191.9,172.3,197.1,185.4,219.6,218.1
688, 0:57:17,3436.6,3436.6,193.9,175.5,194.3,188.3,217.9,218.5
689, 0:57:22,3442.1,3442.1,199.7,178.1,188.1,197.9,207.5,215.7
690, 0:57:27,3447.2,3447.2,200.5,200,179.4,205.1,197.8,207.9
691, 0:57:32,3452.2,3452.2,197.7,206.9,172,209.3,194.9,225
692, 0:57:37,3456.8,3456.8,197,197.5,163.1,213.3,221.9,217.6
693, 0:57:42,3461.8,3461.8,189.4,200,154.6,198,214,209.8
694, 0:57:47,3467.3,3467.3,180.5,194,148.7,201,200.1,224.1
695, 0:57:52,3472.3,3472.3,171.1,188.4,148.1,202.6,198.5,214.8
696, 0:57:57,3476.9,3476.9,164.7,209,146.7,207.2,217,212.4
697, 0:58:02,3482.4,3482.4,161.5,193.2,150.8,210.4,211.7,223.8
698, 0:58:07,3487.5,3487.5,157.1,186.8,158.5,204.3,206.4,211.2
699, 0:58:12,3492,3492,157.3,198.1,189,191.8,212.5,213.7
700, 0:58:17,3496.6,3496.6,161.6,206.7,186.2,182.7,200,210.5
701, 0:58:22,3501.6,3501.6,182.2,211.3,188.5,179,219.3,223.6
702, 0:58:27,3507.1,3507.1,188.7,216.5,172.8,210.9,218.9,211.5
703, 0:58:32,3512,3512,190,212.4,170.3,209.5,212.2,214.2
704, 0:58:37,3517.1,3517.1,205.4,198.6,183.7,198.2,206.2,215.6
705, 0:58:43,3522.5,3522.5,164.7,187,168.5,188.3,201.1,216.9
706, 0:58:47,3526.6,3526.6,158,196.9,184.5,183.6,214.1,216.6
707, 0:58:52,3532.1,3532.1,158.7,208.4,185.7,186.3,216.8,216.1
708, 0:58:57,3537.2,3537.2,195,209.2,187.8,210,209,221.3
709, 0:59:02,3542.2,3542.2,189.5,212.5,183.3,205.5,210,217.1
710, 0:59:07,3546.8,3546.8,184.8,211.3,180.5,200.5,217.4,221.5
711, 0:59:12,3552.3,3552.3,167.3,198.3,178.9,190.4,211.6,215
712, 0:59:17,3556.8,3556.8,159.1,192,172.5,186.1,209.2,223.9
713, 0:59:22,3561.9,3561.9,175.7,182.7,163.6,193,215.1,210.7
714, 0:59:27,3566.9,3566.9,197.3,206.1,167.8,193,202.7,223
715, 0:59:32,3571.9,3571.9,191.5,209.3,175,195.3,224.7,210.8
716, 0:59:37,3576.9,3576.9,183.2,205.1,167.4,206.4,208.1,215.6
717, 0:59:42,3581.9,3581.9,179.8,199.5,158.2,189.8,213.2,217.6
718, 0:59:47,3586.8,3586.8,186,196.8,152.4,191.1,217.3,208.8
719, 0:59:52,3591.8,3591.8,178.7,185.8,166.5,209.1,206.4,215.5
720, 0:59:57,3597.3,3597.3,174.5,199.5,181.3,197.6,207.9,210.7
721, 1:00:02,3601.8,3601.8,182.3,192,184.5,190.3,221.9,219.8
722, 1:00:07,3607.4,3607.4,189.1,183.4,178.7,206,210.3,217.4
723, 1:00:12,3611.9,3611.9,190.3,181.9,176.9,196.7,207.9,215.3
724, 1:00:17,3616.9,3616.9,185.5,200.5,171.7,187.1,201.6,215.5
725, 1:00:22,3622.4,3622.4,190,199.9,164.7,204.3,208.6,223.1
726, 1:00:27,3627.5,3627.5,187,205.4,155.1,207.1,220.5,212.2
727, 1:00:32,3632,3632,173.7,199.5,150.1,200.6,204.7,217.3
728, 1:00:37,3637,3637,164.9,180.7,145.8,190.7,197.6,216.9
729, 1:00:42,3641.6,3641.6,194.1,177.3,,209,216.6,220.1
730, 1:00:47,3647.1,3647.1,180,206.1,195.8,217.7,216.8,211
731, 1:00:52,3651.6,3651.6,196.6,204.1,196.6,207.5,212.8,219.2
732, 1:00:57,3656.6,3656.6,195,191.6,193.2,194.6,205.9,216.8
733, 1:01:02,3661.6,3661.6,190.2,184.5,174.8,188.2,218,210.6
734, 1:01:07,3667.1,3667.1,189.1,182.8,163.8,181.6,208.2,211.9
735, 1:01:12,3672,3672,184.9,205.5,155.1,186.6,202.6,217.4
736, 1:01:17,3677.1,3677.1,196.2,216,149.1,204.5,221,223.9
737, 1:01:22,3681.6,3681.6,183.6,215.1,146.4,202.9,212.3,217.6
738, 1:01:27,3686.6,3686.6,168.7,210.2,147.1,201.6,212.5,209.6
739, 1:01:33,3692.5,3692.5,157.7,196.5,,193.5,204.3,217.1
740, 1:01:37,3696.6,3696.6,157.6,193.3,199.1,192.5,209.8,225
741, 1:01:42,3701.6,3701.6,161.5,181.3,194.4,184,222.4,217.8
742, 1:01:47,3706.7,3706.7,183.2,180.5,178.4,210.2,208.1,215.4
743, 1:01:52,3711.6,3711.6,194,181.5,176.2,200.2,200.7,215.8
744, 1:01:57,3716.6,3716.6,198.2,204,167.9,189.5,199.4,218.9
745, 1:02:02,3721.6,3721.6,197,206.6,175.3,212.5,209.7,221.4
746, 1:02:07,3727.1,3727.1,192.2,200.3,155.9,216.5,220.3,216.1
747, 1:02:12,3731.7,3731.7,173.9,194.8,152.2,206.1,214.2,214
748, 1:02:17,3736.6,3736.6,169.6,184.5,171.4,191.2,204,221.2
749, 1:02:22,3741.6,3741.6,164.1,173.6,186.4,187.7,202.9,221.8
750, 1:02:27,3746.6,3746.6,167.9,200.8,192.4,181.5,211.9,210.7
751, 1:02:32,3752.1,3752.1,191.6,216.2,193.8,201.1,205.2,221.3
752, 1:02:37,3757,3757,194.7,213.6,190.5,203.7,206.1,225.3
753, 1:02:42,3761.6,3761.6,192.4,215.5,189.4,209.6,225,215.4
754, 1:02:47,3766.6,3766.6,183,207.9,174.3,207.3,215,209.3
755, 1:02:52,3771.6,3771.6,172.8,194.7,157.5,200.1,208,221.6
756, 1:02:57,3776.6,3776.6,157.6,188,174.9,191.1,218,216.1
757, 1:03:02,3781.7,3781.7,159.7,178.6,195,188.3,224.9,212.3
758, 1:03:07,3786.6,3786.6,189.7,176.9,194.2,197.6,209.3,217.1
759, 1:03:12,3791.6,3791.6,190.3,178.2,194.2,184.2,199,219.2
760, 1:03:17,3796.6,3796.6,202.1,210.7,186.4,201.4,216.4,215.2
761, 1:03:22,3802.1,3802.1,200.7,211,175.5,214.8,214.9,219.3
762, 1:03:27,3807.2,3807.2,191.6,209.3,157.4,218.6,214.8,219.8
763, 1:03:32,3812.2,3812.2,180.6,204.2,150.5,214.1,208.1,209.9
764, 1:03:37,3816.8,3816.8,169.7,188.4,146.9,199.4,202.9,214.8
765, 1:03:42,3821.8,3821.8,160.2,179.6,156,193.2,204.1,212.4
766, 1:03:47,3826.9,3826.9,166.2,174.8,191.2,186.3,227.2,219.2
767, 1:03:52,3832.3,3832.3,201,203.5,190,194.6,221.1,210.3
768, 1:03:57,3836.9,3836.9,201.4,204.6,183.9,194.8,206.7,217.8
769, 1:04:02,3842.4,3842.4,201.6,206.9,176.3,190.5,203.7,211.1
770, 1:04:07,3846.9,3846.9,192.3,205.9,176.9,184.7,213.8,217.6
771, 1:04:12,3852.4,3852.4,185.5,201.7,157.1,210.5,215.4,221.9
772, 1:04:17,3857,3857,170,191.9,146.3,216.5,215.8,222.9
773, 1:04:22,3862,3862,163.6,194.3,143.4,204.5,208.8,213.4
774, 1:04:27,3866.9,3866.9,180,181,170.5,196.2,204.2,221.7
775, 1:04:32,3872,3872,191.3,184.6,185.9,186.1,205.8,211.2
776, 1:04:37,3876.9,3876.9,195.4,208.6,188.1,183.1,222.6,223.1
777, 1:04:42,3882.4,3882.4,198.8,213.7,186.7,204.9,210.8,221.8
778, 1:04:47,3887,3887,199.8,210.6,174.6,193.4,205.5,209.4
779, 1:04:52,3892,3892,191.8,207.2,165,186.7,199.2,218.4
780, 1:04:57,3897,3897,184.5,200.4,155.6,190.9,222.7,221.3
781, 1:05:02,3902,3902,174.6,193.1,146.4,209.8,225.4,210.6
782, 1:05:07,3907.4,3907.4,163.8,187.5,174.7,201.2,215,216.2
783, 1:05:12,3912.1,3912.1,161.1,191.9,157.5,182.2,201.4,218.4
784, 1:05:18,3917.5,3917.5,156.8,185.7,182.7,200.8,209.9,208.8
785, 1:05:22,3921.6,3921.6,161.9,213.2,178.3,206,217.3,226.2
786, 1:05:27,3927,3927,177.8,209.9,177,206.1,223.3,221.7
787, 1:05:32,3931.6,3931.6,175,196.2,173.7,195.6,212.4,210.6
788, 1:05:37,3936.7,3936.7,162.9,184,165.7,189.5,197.2,213.5
789, 1:05:42,3941.7,3941.7,180.7,182.2,184,185.1,199.4,220.8
790, 1:05:47,3947.1,3947.1,197.7,202.2,184.4,218.3,223.3,216.4
791, 1:05:52,3952.2,3952.2,202.2,202.1,185.3,207.1,220.1,214.8
792, 1:05:57,3956.8,3956.8,195.2,190.9,178.1,195.4,208.7,218.8
793, 1:06:02,3961.8,3961.8,191.1,181.9,168.7,186,200.3,211.6
794, 1:06:07,3966.8,3966.8,186.8,211.4,158.6,181,198.4,220.7
795, 1:06:12,3971.8,3971.8,183.7,215.4,151.5,202,207.1,219.5
796, 1:06:17,3976.7,3976.7,186.5,217.2,148,208.1,216.7,210.6
797, 1:06:22,3981.7,3981.7,167.9,210.5,145.4,206.8,204.7,220.9
798, 1:06:27,3986.8,3986.8,153.3,203.5,150.8,201.1,207.2,211.3
799, 1:06:32,3991.8,3991.8,154.7,192.6,184.5,193.3,213.3,220.7
800, 1:06:37,3996.7,3996.7,159.6,189,191.1,188,205.5,216
801, 1:06:42,4001.7,4001.7,182.3,182.4,177.7,184.4,220.8,213.6
802, 1:06:47,4006.7,4006.7,190.4,182,180.6,197.9,205.3,221.6
803, 1:06:52,4011.7,4011.7,198,170.2,190.4,190.2,215.1,221.6
804, 1:06:57,4016.7,4016.7,197.2,173.8,186.2,191.4,213.1,214.9
805, 1:07:02,4021.7,4021.7,191.2,191.8,171.4,209.2,211,218.9
806, 1:07:07,4026.7,4026.7,182.7,192.2,163.5,197.8,205.9,219.5
807, 1:07:12,4032.2,4032.2,171.6,188.9,165.4,188.8,218.6,212.5
808, 1:07:17,4036.7,4036.7,182.4,179.7,168.4,210.9,209.5,219.3
809, 1:07:22,4041.7,4041.7,182.2,177.8,181.4,199.4,206.9,210.4
810, 1:07:27,4046.7,4046.7,188.9,199.7,187.4,185.1,222.8,220.7
811, 1:07:32,4051.8,4051.8,188.9,189.1,185.7,208.4,209.8,216.6
812, 1:07:37,4056.8,4056.8,189.4,204.3,186.6,191.2,212.9,220.4
813, 1:07:42,4061.7,4061.7,193.2,211.3,183.3,199.8,202.7,210.5
814, 1:07:47,4067.2,4067.2,194.2,204.9,175,205.6,201.2,221.3
815, 1:07:52,4071.8,4071.8,186.6,195.9,165.6,212.5,225.1,213.7
816, 1:07:57,4076.8,4076.8,177.8,195.8,162.4,207.1,219.1,216.9
817, 1:08:02,4082.2,4082.2,174.9,186.4,159.5,188.6,210.6,221.6
818, 1:08:07,4087.3,4087.3,165,180.2,158.7,181.9,205.3,213.4
819, 1:08:12,4091.9,4091.9,196,221.6,173,182.6,210.8,219.8
820, 1:08:17,4096.9,4096.9,189.9,222.1,173,204,208.8,221.8
821, 1:08:22,4102.4,4102.4,185.4,216.1,176.4,211.6,216.8,213.9
822, 1:08:27,4106.9,4106.9,167.8,208,171.4,206.7,212.2,217.5
823, 1:08:32,4112,4112,173.7,193.9,184.2,198.6,206.9,218
824, 1:08:37,4117,4117,158.1,191.9,185.6,195.7,215.4,215.9
825, 1:08:42,4122,4122,155.7,181.6,196.6,191.1,220.6,217.3
826, 1:08:47,4127,4127,157.4,179,194.1,186,211.4,213.6
827, 1:08:52,4132,4132,159.2,177.2,187.8,184.8,206.1,213.2
828, 1:08:57,4137,4137,183.3,177.5,192.3,188.9,209.4,222.3
829, 1:09:02,4142.4,4142.4,199,187,191.5,201.2,223.8,216.5
830, 1:09:08,4147.5,4147.5,201.1,207.3,183.3,202.8,218.3,221.4
831, 1:09:12,4151.6,4151.6,194.4,201.8,175.5,193.7,205,217.2
832, 1:09:17,4157,4157,182.8,196.8,163.8,185.2,200,210.3
833, 1:09:23,4162.5,4162.5,169.9,193.5,149.6,217.1,214.1,227.1
834, 1:09:27,4166.6,4166.6,163.3,204.6,149,215.7,221.5,223
835, 1:09:32,4171.6,4171.6,167.3,191.4,154.2,210.1,220.9,209.4
836, 1:09:37,4176.6,4176.6,178.6,176.1,183.6,192.9,202.9,218.4
837, 1:09:42,4181.6,4181.6,178.8,176.4,192.1,186.7,207.4,219.8
838, 1:09:47,4186.5,4186.5,206.4,207.4,191.1,195,223.3,214.9
839, 1:09:52,4192,4192,205.6,214.8,187.1,214.8,215.6,209.9
840, 1:09:57,4197,4197,195.5,213.1,170.7,210.6,207.8,213.4
841, 1:10:02,4202.5,4202.5,181.3,201.7,156.3,201.8,204.4,219.2
842, 1:10:07,4206.6,4206.6,171.7,190.7,153.7,194.4,217.8,209.3
843, 1:10:12,4212.2,4212.2,162.1,184,189.2,185.7,204.9,213.5
844, 1:10:17,4217.3,4217.3,161.7,178.7,183.1,200.9,213.1,218.4
845, 1:10:22,4221.8,4221.8,198.3,208.3,188.1,198.1,212.7,219.2
846, 1:10:27,4226.9,4226.9,195.8,201.4,177.2,194.6,216.2,213.4
847, 1:10:32,4231.9,4231.9,185.9,195,167,201.5,211.7,217.2
848, 1:10:37,4237.3,4237.3,180.8,188.3,154.5,191.4,205.4,213.7
849, 1:10:42,4242.4,4242.4,165.6,184.4,148.4,199.5,207.4,215.6
850, 1:10:47,4246.9,4246.9,161.3,211.6,147.8,210.2,219,217.9
851, 1:10:52,4252,4252,179.9,207.1,180.1,204,207.4,208.2
852, 1:10:57,4257,4257,181.9,191.2,186.7,195,200,217.4
853, 1:11:02,4262,4262,179.2,182.2,182.2,190.5,219.8,217.6
854, 1:11:07,4267,4267,170,178.6,181,214.8,216.3,217
855, 1:11:12,4272,4272,180.1,208.4,177.6,210,205.9,215.6
856, 1:11:18,4277.5,4277.5,195.2,202.6,172,196.6,201.6,214.3
857, 1:11:22,4281.6,4281.6,191.8,186.7,169.6,188.6,210.9,222
858, 1:11:27,4286.6,4286.6,180.5,207.7,157.4,192.4,213.1,215.5
