NCED Sonar Capture - Text Output File (Tab and Comma delineated),,,,,,,,,
14:16:08,10/17/14,,,,,,,,
RunName,E:\DATA\Ricardo-sonar\20141017-6000-eq\6000-eq,,,,,,,,
Sample Interval (sec),5,,,,,,,,
Samples Per Probe,1,,,,,,,,
Water Temp in C,19,,,,,,,,
Water Height,350,,,,,,,,
,,,,,,,,,
Transducer Locations,,,,VariGains Not Used,,,,,
Transducer #,X,Y,Z,dB,,,,,
113, 0:09:22,561.6,561.6,213.3,197,204.3,209.5,218.6,231.8
114, 0:09:27,567.1,567.1,198,188.2,202.6,202.7,224,231.9
115, 0:09:32,572.1,572.1,219.2,216.9,197.3,211.1,223.4,233.6
116, 0:09:37,577.2,577.2,219.5,222.8,180,204.6,222.9,226.6
117, 0:09:42,581.8,581.8,209.7,215.7,163.6,210.3,219.7,235.6
118, 0:09:47,586.8,586.8,198.7,210.7,153.9,222.7,227.3,231.1
119, 0:09:52,592.2,592.2,183.5,210.2,180.4,216.6,217,231
120, 0:09:57,596.8,596.8,177.6,194.2,189.1,202.9,220.1,238.2
121, 0:10:02,601.8,601.8,172,191.2,198.8,224.3,225.9,233.1
122, 0:10:07,606.7,606.7,206.9,220.9,194.6,220.2,214.6,229.8
123, 0:10:12,611.7,611.7,197.1,199.2,184.5,208.4,224,233.7
124, 0:10:17,616.7,616.7,183.2,190.8,171.1,213.4,225.9,235.8
125, 0:10:22,621.6,621.6,198.4,217.8,158.3,213.5,218,230.4
126, 0:10:27,626.6,626.6,201.4,213.1,180,197.2,216.6,237.3
127, 0:10:32,631.6,631.6,177.7,198.8,181.4,221.6,228,230.9
128, 0:10:37,636.5,636.5,169.3,209,176.1,220.4,211,236.3
129, 0:10:42,642.1,642.1,193.5,189.6,200.7,199.5,225.5,230.2
130, 0:10:47,647.1,647.1,206.5,215.5,197.5,219.7,212.6,236.4
131, 0:10:52,652.1,652.1,216.5,219.8,183.8,204.2,223.6,229.7
132, 0:10:57,657,657,200.5,208.7,168.1,216.5,210.9,236.3
133, 0:11:02,662,662,181.2,202.3,158.7,202.3,226.8,232.7
134, 0:11:07,667,667,171.6,196.8,195.4,219.1,221.8,232.6
135, 0:11:12,672,672,184.1,211.2,203.6,204.1,223.7,231.7
136, 0:11:17,676.9,676.9,205.3,197.6,195.9,210.1,220.6,235
137, 0:11:22,681.9,681.9,200.6,222.2,190.6,207,218.7,234.4
138, 0:11:27,686.9,686.9,201.9,215.7,174.8,213.8,217.9,231.3
139, 0:11:32,691.9,691.9,191.1,208.1,167,213,216.3,236.4
140, 0:11:37,696.9,696.9,172.5,197.5,159.9,211.8,224,233.5
141, 0:11:42,701.9,701.9,200.2,207.3,191.6,212,216.7,233.7
142, 0:11:47,707.3,707.3,210.6,218,191.2,198.1,217.5,235.6
143, 0:11:52,711.9,711.9,202.2,208.4,174.5,215.3,218.7,232.1
144, 0:11:57,716.9,716.9,187.2,217.4,159.6,206.5,217.2,234.2
145, 0:12:02,721.9,721.9,175.8,201.8,200.7,207.4,224.9,234.8
146, 0:12:07,727.3,727.3,207.2,195,192.5,215.3,218.3,233.2
147, 0:12:12,731.9,731.9,221.3,216.3,191,197.7,216.1,231.3
148, 0:12:17,736.9,736.9,204.5,208.4,182.6,216.7,223,231.2
149, 0:12:22,742.4,742.4,195.2,222.9,167.6,212.4,221.5,236.5
150, 0:12:27,747,747,180.7,202.9,160.4,202.9,218.4,232.1
151, 0:12:32,752.4,752.4,182.1,193.6,179.8,205.9,214.4,231.3
152, 0:12:37,757.5,757.5,216.5,208.2,194.9,217.9,222,231.3
153, 0:12:42,762.1,762.1,213.9,218.1,189.9,217.7,223.2,233.9
154, 0:12:47,767,767,203.1,201.9,168.2,205.2,219.8,233.9
155, 0:12:52,772,772,189.2,195.9,156.6,198,217.2,230.7
156, 0:12:57,777,777,177,215.4,189.7,205.8,221,232.4
157, 0:13:02,781.9,781.9,203.3,222.6,193.3,221.2,227.4,234.1
158, 0:13:07,786.9,786.9,179,205.4,191.1,211.3,220.4,233.6
159, 0:13:12,791.9,791.9,181.8,191.1,182.8,200.5,218.3,230.7
160, 0:13:17,797.3,797.3,209.6,189.1,176.9,206.8,221.1,231.5
161, 0:13:22,801.9,801.9,213.3,217.9,196.5,212.5,221.5,233.4
162, 0:13:27,807,807,207.7,217.2,167.6,209.1,223.2,232.6
163, 0:13:32,812.4,812.4,198.6,204.8,154.5,212.2,221.5,233.5
164, 0:13:37,817,817,181.1,198.6,193.6,206.1,220.3,229.4
165, 0:13:42,822,822,173.9,201.5,193.4,207.2,213.6,234.4
166, 0:13:47,827.4,827.4,177.5,210.3,194.3,213.8,222,233
167, 0:13:52,832,832,196.3,209.8,187.1,212.7,215.8,235.6
168, 0:13:57,837,837,186.1,191.5,179.4,207.4,218.5,228
169, 0:14:02,841.9,841.9,185.7,207.3,170.6,211.1,219,237
170, 0:14:07,846.9,846.9,202.8,219.7,179.7,211.1,222.9,230.1
171, 0:14:12,851.9,851.9,181,200.1,178,204.7,219.3,234.7
172, 0:14:17,857.3,857.3,173.8,205,173.3,211.4,222.1,230.4
173, 0:14:22,861.9,861.9,197.1,221.5,206.5,208.2,216.7,235.5
174, 0:14:27,866.9,866.9,199.1,206.1,203,212.2,223.2,228.5
175, 0:14:32,871.9,871.9,195.1,198.8,199.3,211.9,212.1,231.1
176, 0:14:37,876.9,876.9,184.5,215.8,181.7,201.7,218.4,234.8
177, 0:14:42,882.3,882.3,209.8,199.1,175.2,222.4,218,230.7
178, 0:14:47,886.9,886.9,192.1,213.7,161.8,208.2,213.9,233.2
179, 0:14:52,891.9,891.9,185.3,196.8,163.2,209.4,221.6,231.7
180, 0:14:57,896.9,896.9,184.4,204.8,176.9,218.3,221.4,230.4
181, 0:15:02,902.3,902.3,214.8,216,195.6,200.6,219.3,230.9
182, 0:15:07,906.9,906.9,205.5,200.7,191.8,206.5,221,235.6
183, 0:15:12,911.9,911.9,192.9,216.6,178.2,208.9,216,231.9
184, 0:15:17,916.9,916.9,179.4,216.9,166.3,207.4,216.1,234.2
185, 0:15:22,921.9,921.9,201.9,208.7,191.6,218.4,222.1,234.9
186, 0:15:27,926.9,926.9,192,208.3,201.2,214.2,215.5,230.7
187, 0:15:32,931.9,931.9,186.5,194.7,192.5,197.4,219.8,234.6
188, 0:15:37,936.9,936.9,,219.8,178.6,216.5,220.9,232.7
189, 0:15:42,941.9,941.9,201,226.7,170.3,213.8,219,231.2
190, 0:15:47,946.8,946.8,183.7,212.7,167.8,201.3,217.8,233.2
191, 0:15:52,952.3,952.3,169.9,200.4,186,218.7,220,231
192, 0:15:57,956.9,956.9,213.2,200.1,211,214.5,221.5,231.3
193, 0:16:02,961.9,961.9,210.5,212.4,204.5,204.8,220.9,233.5
194, 0:16:07,966.9,966.9,209.8,203.2,194,205.6,216.6,234.2
195, 0:16:12,971.9,971.9,207.3,196.8,170.5,213.5,216.6,234.3
196, 0:16:17,976.9,976.9,192.3,218.8,154.1,220.1,223.6,236.3
197, 0:16:22,981.9,981.9,187.2,214.8,151.4,217,222.1,229.7
198, 0:16:27,986.9,986.9,182.1,194.7,185.9,211.4,214.1,234
199, 0:16:32,991.9,991.9,195.2,195,188.7,201,229.3,230.8
200, 0:16:37,996.9,996.9,213,,198.2,220.6,219.8,234.2
201, 0:16:42,1001.9,1001.9,207.7,219.4,187.4,210.8,221.2,228.2
202, 0:16:47,1006.9,1006.9,196.5,206.7,169.3,198.4,214.6,235.8
203, 0:16:52,1011.9,1011.9,180.8,200.4,196.3,207,226.6,232.2
204, 0:16:57,1016.9,1016.9,174.3,220.1,,224.7,221.5,226.6
205, 0:17:02,1021.9,1021.9,192.6,207.5,201.2,212.4,217.1,233.8
206, 0:17:07,1027.3,1027.3,198.3,192.7,194.6,201.7,233.1,233.8
207, 0:17:12,1032.3,1032.3,202.5,219.1,183.6,220.3,225.2,232.7
208, 0:17:17,1036.9,1036.9,208.3,218.6,170.3,207.4,210,231.6
209, 0:17:22,1041.9,1041.9,192.6,208.4,160.4,208.8,219.9,234.3
210, 0:17:27,1046.9,1046.9,194.3,203.6,193.9,224.4,226.9,234.2
211, 0:17:32,1051.9,1051.9,170.7,204.1,200.2,214.8,219.8,233.9
212, 0:17:37,1056.9,1056.9,174.6,189.6,205.4,202.8,217.7,228.7
213, 0:17:42,1062.3,1062.3,199.5,198.5,199.5,202.7,222.4,230.2
214, 0:17:47,1066.8,1066.8,223,221.2,182.8,219.8,224.5,235.2
215, 0:17:52,1071.9,1071.9,211.4,219.2,163.3,211.5,217.6,231.3
216, 0:17:57,1076.8,1076.8,192.9,212.7,148,205.1,216.1,234.4
217, 0:18:02,1081.8,1081.8,174,206.4,183,219.9,218.9,234.3
218, 0:18:07,1086.8,1086.8,167.6,200.5,196.5,225.9,224.7,232.9
219, 0:18:12,1091.8,1091.8,193.7,206.1,202.9,220,223.1,233.1
220, 0:18:17,1096.8,1096.8,201.1,,195.8,203.3,223.7,233.1
221, 0:18:22,1101.9,1101.9,215.3,193.8,191.6,207.9,219.7,231.2
222, 0:18:27,1106.9,1106.9,218.5,221.4,177.8,204.5,219.5,235.5
223, 0:18:32,1111.9,1111.9,198,220.7,166.9,220.8,223.2,237
224, 0:18:37,1116.9,1116.9,176.7,213.2,159,216.7,219.8,233.9
225, 0:18:42,1121.8,1121.8,185.1,204.1,190.1,209.2,222.4,231.5
226, 0:18:47,1127.3,1127.3,193.5,194.1,,217.8,224.5,234.7
227, 0:18:52,1132.3,1132.3,205.1,194.3,187.3,209.4,223.9,234.2
228, 0:18:57,1137.4,1137.4,206.8,204.1,174.5,206.6,219.7,237.5
229, 0:19:02,1142.4,1142.4,209.1,221.3,190.2,204.6,217.1,232.7
230, 0:19:07,1147,1147,189.8,210.8,152.1,219,219.4,230.7
231, 0:19:12,1152,1152,175.1,203.9,151.6,213.2,227.7,230.4
232, 0:19:17,1157.4,1157.4,200.3,192.5,151.9,209.2,227.3,237.5
233, 0:19:22,1162,1162,207.8,218.1,166.2,199.1,217.5,232.7
234, 0:19:27,1167,1167,199.3,227.1,165.9,214.9,214.7,234.7
235, 0:19:32,1172,1172,174.7,221.8,177.4,225.7,220.3,230.5
236, 0:19:37,1177,1177,170.7,199.9,193.9,220.7,220.8,234.9
237, 0:19:42,1182.2,1182.2,168.3,185.3,202.6,210.8,223.7,231.9
238, 0:19:47,1186.8,1186.8,202.7,186,205.9,205.1,217.5,233.7
239, 0:19:52,1191.7,1191.7,206.9,212.9,201.6,209.9,224.2,232.3
240, 0:19:57,1197.2,1197.2,212.5,219.7,194.9,214.2,223.7,232.5
241, 0:20:02,1201.8,1201.8,212.1,221.3,169.9,218.2,221.2,235.5
242, 0:20:07,1207.2,1207.2,201.4,216.1,152.8,215,225.2,231.8
243, 0:20:12,1211.7,1211.7,181.5,206.1,152.9,214.5,217.8,231.3
244, 0:20:17,1216.8,1216.8,175.3,198.8,188.8,214.7,228.3,237.9
245, 0:20:22,1221.7,1221.7,169.7,199.6,198.2,221,226.5,234.4
246, 0:20:27,1226.7,1226.7,176.6,198,193.9,204.1,214.1,233.6
247, 0:20:32,1231.7,1231.7,197.9,206.6,189.8,218.1,218.2,230.6
248, 0:20:37,1236.7,1236.7,197.8,224.7,177.7,224.6,220.1,237.5
249, 0:20:42,1241.6,1241.6,175.8,203.9,169,206.3,224.7,229.4
250, 0:20:47,1246.6,1246.6,194.5,187.1,164.1,207,214.8,236.8
251, 0:20:52,1251.6,1251.6,213.8,209.2,179.9,209.6,227.2,234
252, 0:20:57,1256.6,1256.6,206.8,212.7,167,219.4,215.9,232.8
253, 0:21:03,1262.5,1262.5,188.6,203.6,156.8,200.4,224,231.3
254, 0:21:07,1266.6,1266.6,177.8,212.8,158.9,217,217.5,234.7
255, 0:21:12,1271.6,1271.6,171.8,220.9,205,199.1,225.5,230.6
256, 0:21:17,1277.1,1277.1,182.5,201.7,201,215.5,218.6,234.9
257, 0:21:23,1282.5,1282.5,183.8,211.8,188.3,201.7,219,235
258, 0:21:27,1286.6,1286.6,183.2,203.3,180.5,207.5,216.4,231.5
259, 0:21:32,1291.6,1291.6,198.9,210.4,172.4,210.4,220.6,229.6
260, 0:21:37,1296.6,1296.6,194.5,209.1,182.6,208.2,225,236.4
261, 0:21:42,1302.3,1302.3,195.6,205.8,178.5,201.9,220.7,231.6
262, 0:21:47,1307.3,1307.3,187.8,215.8,171.8,210.3,216.8,233
263, 0:21:52,1311.9,1311.9,194.8,211.5,170.4,218,217.8,233
264, 0:21:57,1316.9,1316.9,179.8,198.2,191.9,204.1,217.1,234.7
265, 0:22:02,1322.4,1322.4,211.1,189.4,197.7,214.3,218.3,231.9
266, 0:22:07,1327,1327,223,218.6,196.9,208.3,215.7,234.5
267, 0:22:12,1332,1332,216.7,219.6,184,208.4,218.6,231.9
268, 0:22:17,1337,1337,198.6,214.1,164.5,215.9,216.5,232.4
269, 0:22:22,1342,1342,187.7,209.2,181.1,205.9,222.2,234.6
270, 0:22:27,1346.9,1346.9,189.2,204.1,179.2,216.2,221.3,232.1
271, 0:22:32,1351.9,1351.9,179,196.8,206.3,209.5,216.6,236.4
272, 0:22:37,1356.9,1356.9,191,207,192.8,203.8,221.2,232.4
273, 0:22:42,1361.9,1361.9,207.3,222.1,197,222.7,220.2,231.5
274, 0:22:47,1366.9,1366.9,205.3,214,182.8,203.6,221.5,236.1
275, 0:22:52,1371.9,1371.9,192.8,197.4,167.7,210.9,221.6,230.6
276, 0:22:57,1376.9,1376.9,182.9,198.3,152.7,209.6,215.6,234.3
277, 0:23:02,1381.9,1381.9,210.2,215.3,192.5,212.2,218.7,235.1
278, 0:23:07,1386.9,1386.9,193.1,213.9,186.8,220.1,219.1,230.7
279, 0:23:12,1391.9,1391.9,176.7,207.9,173.5,210.1,221.2,236.9
280, 0:23:17,1396.9,1396.9,174.6,196.8,170.7,208.8,220.2,229.8
281, 0:23:22,1401.9,1401.9,203.6,202.1,206.4,210.7,217.8,234.4
282, 0:23:27,1407.3,1407.3,211.9,213.5,198.4,212.5,224.1,233.2
283, 0:23:32,1411.9,1411.9,207.6,206.7,186.2,213.1,218.3,232.2
284, 0:23:37,1416.9,1416.9,201.1,210,163.9,199.7,220.8,236.4
285, 0:23:42,1421.9,1421.9,192.5,202.1,154.9,216.2,218.9,235.1
286, 0:23:47,1426.8,1426.8,180.4,222.3,174.9,214.3,216.5,229.5
287, 0:23:52,1431.8,1431.8,192,206.8,195.2,217.5,218.1,237.6
288, 0:23:57,1436.8,1436.8,181,193.2,195.7,216.6,227,234.5
289, 0:24:02,1441.9,1441.9,210.6,207.5,187.7,208.2,214.2,233.2
290, 0:24:07,1447.3,1447.3,212.9,215.7,187.6,201.2,223.5,234.8
291, 0:24:12,1451.9,1451.9,205.1,222.5,170.4,216.7,220.9,236.1
292, 0:24:17,1456.9,1456.9,196.7,227.7,157.6,204.2,219.9,228.5
293, 0:24:22,1461.9,1461.9,176.3,211.1,180.8,211.6,220.1,232.6
294, 0:24:27,1466.9,1466.9,168.7,198.5,203.6,215.1,228.9,234.3
295, 0:24:32,1471.9,1471.9,219.1,195.9,207,212.8,220,231.4
296, 0:24:37,1477.3,1477.3,208.3,212.6,197.9,202.5,215.7,232.9
297, 0:24:42,1481.9,1481.9,210.3,206.8,182.9,219.3,222.8,233.2
298, 0:24:47,1486.9,1486.9,202.9,224.4,165.2,223.2,220.1,235
299, 0:24:52,1491.9,1491.9,188.8,206.3,149.9,209,225,233.4
300, 0:24:57,1496.9,1496.9,175.8,200.7,165.6,215.6,222.7,232.9
301, 0:25:02,1501.9,1501.9,215.2,196.5,194.9,213,222.1,231.6
302, 0:25:07,1506.9,1506.9,217.3,218.1,188.9,212.2,224.9,236.6
303, 0:25:12,1511.9,1511.9,201.3,210.6,179,214.3,220.3,229.8
304, 0:25:17,1516.8,1516.8,184.9,216.3,167.5,206.5,215.8,233.3
305, 0:25:22,1522.3,1522.3,177.6,201.8,162.4,221,228.6,231.7
306, 0:25:27,1526.6,1526.6,183.2,215.9,197.6,221,224,232.8
307, 0:25:33,1532.5,1532.5,205.8,197.4,202.7,202.8,219.2,232.5
308, 0:25:37,1536.6,1536.6,200.6,195.9,191.9,208.5,216.4,233.9
309, 0:25:42,1541.6,1541.6,212.4,225.9,181.3,223.6,224.8,231
310, 0:25:47,1547.1,1547.1,194.9,209.9,168.6,215.7,223.5,226.5
311, 0:25:52,1552.1,1552.1,176.6,196.9,162.4,205.8,224.8,237.8
312, 0:25:57,1557.1,1557.1,206.2,189.2,202.7,212.6,226.8,232.4
313, 0:26:02,1562.1,1562.1,214.8,209,194.2,209.4,213,234.7
314, 0:26:07,1567.1,1567.1,210,217,176.4,218.8,217.4,237.1
315, 0:26:12,1572,1572,204.4,208.5,158.9,227,223,231.9
316, 0:26:17,1577.1,1577.1,187.9,204.9,155.5,217.5,216.8,233
317, 0:26:22,1582.1,1582.1,178.4,191,190.1,205.9,226.6,232.9
318, 0:26:27,1587,1587,209.6,218.5,200.2,212.4,219.8,234.4
319, 0:26:32,1592,1592,210.9,225.4,199.9,207.4,219.5,233.4
320, 0:26:37,1597.5,1597.5,204,222.9,187.5,211.6,215.2,231.9
321, 0:26:42,1601.6,1601.6,194.9,214.3,171.8,218,223.6,231
322, 0:26:47,1607.1,1607.1,173.9,207.5,200.5,219.9,224.5,233.6
323, 0:26:52,1611.6,1611.6,169.9,194.5,200.7,210.8,221.4,237.1
324, 0:26:57,1617.1,1617.1,173,194.3,196.3,201.6,219.9,237.8
325, 0:27:02,1622.1,1622.1,213.3,223.3,189,219.6,219.2,230.7
326, 0:27:07,1626.7,1626.7,208.4,226.3,174.6,223.1,221.6,232.1
327, 0:27:12,1631.7,1631.7,186.8,210,156.4,218.2,229.9,231.3
328, 0:27:17,1636.7,1636.7,207.9,198.6,161.2,205.1,224.3,236.7
329, 0:27:22,1641.7,1641.7,198.5,192.2,197,205.5,223.5,231.8
330, 0:27:27,1646.7,1646.7,213.2,217.5,197,216.2,216.4,233.7
331, 0:27:32,1651.7,1651.7,211.7,,187.3,221.5,230,234.4
332, 0:27:37,1656.7,1656.7,198.3,207.8,174.6,220.5,219.6,234.7
