NCED Sonar Capture - Text Output File (Tab and Comma delineated),,,,,,,,,
10:57:33,10/29/14,,,,,,,,
RunName,E:\DATA\Ricardo-sonar\20141029-6000-ag\6000-ag,,,,,,,,
Sample Interval (sec),5,,,,,,,,
Samples Per Probe,1,,,,,,,,
Water Temp in C,19.2,,,,,,,,
Water Height,350,,,,,,,,
,,,,,,,,,
Transducer Locations,,,,VariGains Not Used,,,,,
Transducer #,X,Y,Z,dB,,,,,
Transducer 1,7680,0,295,10,,,,,
Transducer 2,6680,0,300,11,,,,,
Transducer 3,8680,0,302,12,,,,,
Transducer 4,5680,0,290,13,,,,,
Transducer 5,4680,0,300,14,,,,,
Transducer 6,3680,0,305,15,,,,,
,,,,,,,,,
"PULSER SETTINGS:, Rcvr  Echo, LPF   3  , HPF   1, Trig  External, PRF   100, DMP   333, Volts 900, Enrgy 3, Impd  Low, Gain  0,(Gain may change from above value dynamically - check PingHeaders.)",,,,,,,,,
,,,,,,,,,
Pass,RunTime,RunSeconds,ContinuousSec,Probe_1,Probe_2,Probe_3,Probe_4,Probe_5,Probe_6
1, 0:00:02,1.5,1.5,190.1,200.6,163,204.6,217.8,232
2, 0:00:07,7,7,178.8,187.5,189.2,197.5,220.3,226
3, 0:00:12,12,12,202.2,213.1,201.9,217.4,220.2,234.9
4, 0:00:17,17.4,17.4,211.5,220.1,195,200.8,226.9,234.2
5, 0:00:22,22,22,208,212.6,176.4,218.6,219.2,231.2
6, 0:00:27,27,27,193.5,198.6,161.7,206.8,215.7,230.5
7, 0:00:32,32,32,182.6,193.1,153.3,204.8,222.8,231
8, 0:00:37,36.9,36.9,178.2,213.1,189.9,219.8,218.8,232.3
9, 0:00:42,42.4,42.4,198.6,208.8,197.1,205,220.7,235.1
10, 0:00:47,46.9,46.9,191.9,189.2,195.7,208.2,221.4,226.4
11, 0:00:52,52.4,52.4,187.9,209,191.1,206.3,216.4,232.6
12, 0:00:57,57,57,205.6,211.4,181.5,204.8,224,232.9
13, 0:01:02,62,62,188.8,201.2,168.4,209.8,214.2,230.9
14, 0:01:07,67,67,177.9,212.8,161.8,202.8,223.4,230.3
15, 0:01:12,72,72,172.6,211.7,170.3,215.9,219.3,232.6
16, 0:01:17,77,77,184.4,200.8,199.2,200.8,220.8,235.7
17, 0:01:22,81.9,81.9,196.1,194.6,194.2,207.6,212.8,230.2
18, 0:01:27,87,87,205.5,226.2,181.5,215.2,216.6,232
19, 0:01:32,91.9,91.9,203.4,213.4,169,219.7,225.1,232.2
20, 0:01:37,96.8,96.8,181.1,196.5,162.9,207.6,215.4,233
21, 0:01:42,101.9,101.9,181.5,189.2,184.2,193.2,217.3,230.9
22, 0:01:47,106.8,106.8,211,199.1,207.9,202.8,224,228.7
23, 0:01:52,111.8,111.8,210.4,224.9,188.1,217.9,219.6,234.5
24, 0:01:57,117.3,117.3,203,215.9,170.7,208.7,223,234.3
25, 0:02:02,121.9,121.9,185.1,201.7,156.6,200.4,215.1,232.9
26, 0:02:07,126.9,126.9,171.1,195.7,180.7,206.5,216.4,231.5
27, 0:02:12,132.3,132.3,185.2,186.3,204.8,219,227.3,233.4
28, 0:02:17,136.9,136.9,204.1,199.7,197.2,207.1,221.3,233.7
29, 0:02:22,141.9,141.9,204,200.6,191.1,198.2,217,230.9
30, 0:02:27,146.9,146.9,207.2,222.9,172.9,210.8,222,231.5
31, 0:02:32,151.9,151.9,200.7,220.6,154.9,214.4,219.2,230.9
32, 0:02:37,156.8,156.8,187.8,207.6,149.4,201.5,219.5,234.6
33, 0:02:42,161.8,161.8,172.8,191.7,194.9,202.3,220.2,233.7
34, 0:02:47,167.3,167.3,194.5,210.2,195.2,211,217.4,227.2
35, 0:02:52,171.8,171.8,207.5,208.7,194.7,210.8,218.9,233.8
36, 0:02:57,176.8,176.8,196.1,194.9,177.5,204.3,223.6,234.9
37, 0:03:02,181.8,181.8,191.3,204.8,164.1,204.8,217.6,229.1
38, 0:03:07,187.3,187.3,185.9,214.6,156.8,209.9,216.1,236.4
39, 0:03:12,191.9,191.9,197.6,210.8,180,211.7,221.9,231.3
40, 0:03:17,196.9,196.9,177.6,196.1,188.2,206.5,216.2,236.3
41, 0:03:22,202.3,202.3,173.1,215.3,183.7,206.2,219.3,229.8
42, 0:03:27,206.9,206.9,209.9,220.5,187.7,206.2,218.7,232.6
43, 0:03:32,211.9,211.9,199.5,213.4,185.5,211,220.8,233.4
44, 0:03:37,216.8,216.8,178.6,201.2,198.6,200.7,213.2,232
45, 0:03:42,221.8,221.8,171.1,211.7,167.7,205.7,218.3,231.9
46, 0:03:47,226.7,226.7,175.6,207.8,193.8,217.7,218.3,234.1
47, 0:03:52,231.8,231.8,195.3,210.8,201.8,202.2,222.9,232.3
48, 0:03:57,237.3,237.3,198,192.3,192.4,210.5,214.8,229.2
49, 0:04:02,241.9,241.9,200.3,198,187.3,200.8,221.9,231.5
50, 0:04:07,246.8,246.8,209.1,216.4,178.4,219.6,222.9,235.5
51, 0:04:12,251.8,251.8,194.1,209.7,162.3,205.5,216.8,230
52, 0:04:17,257.3,257.3,178.1,211.3,209,199.6,212.5,234.4
53, 0:04:22,261.9,261.9,175.5,196.8,197.4,220.5,221.5,234.9
54, 0:04:27,266.8,266.8,201.4,218.5,201.7,208.6,217.6,230.6
55, 0:04:32,271.7,271.7,205.2,198.1,192.9,197.1,214.6,236.9
56, 0:04:37,276.8,276.8,200.1,200.6,183.5,213.5,223.6,231.5
57, 0:04:42,282.3,282.3,189.7,218.8,160.1,212.4,216.5,227.9
58, 0:04:47,286.9,286.9,196.1,210.3,151.3,198.4,221.7,232.1
59, 0:04:52,291.8,291.8,174.5,203,151.2,215.6,222.3,233.6
60, 0:04:57,296.8,296.8,181.8,218.2,195.7,202.7,216.1,229.1
61, 0:05:02,301.8,301.8,196.9,203.9,204.9,211.9,217.6,233
62, 0:05:07,307.3,307.3,196.7,195.4,200,215.5,223,227.7
63, 0:05:12,311.9,311.9,189.8,201.9,190.1,202.7,217.6,231.2
64, 0:05:17,316.8,316.8,205.8,195.3,175.6,201.6,218.8,230.2
65, 0:05:22,321.8,321.8,209.2,218.8,164.4,212.2,219.3,236.2
66, 0:05:27,326.7,326.7,191.4,219.1,161.6,200.6,219.5,234.9
67, 0:05:32,331.8,331.8,172.5,204.8,196.9,209.7,217.6,226.8
68, 0:05:37,336.7,336.7,175.4,196.6,203.9,209.5,223.6,232.4
69, 0:05:42,341.7,341.7,198.9,204.9,206.8,205.8,222.7,230.3
70, 0:05:47,347.1,347.1,207.5,211.9,193,201.2,218.3,230.9
71, 0:05:52,351.7,351.7,206.5,216.5,183.6,206.9,218.6,237.7
72, 0:05:57,357.2,357.2,205.6,220.5,164.9,216.5,222,229.5
73, 0:06:02,362.2,362.2,192.3,207.4,150.6,210.3,214.5,231.6
74, 0:06:07,366.8,366.8,180.4,193.2,149.6,203.4,222.2,232.7
75, 0:06:12,371.8,371.8,183,192.9,193,214.2,218.2,231.2
76, 0:06:17,377.2,377.2,212.3,218.1,190,203.2,214.3,232.6
77, 0:06:22,381.8,381.8,202.1,206.2,171,211.6,217.9,230.5
78, 0:06:27,387.3,387.3,186.2,204.7,160.1,214.2,219.8,233
79, 0:06:32,391.9,391.9,175.3,217.3,185.5,204.9,223.2,231.6
80, 0:06:37,396.8,396.8,173.3,202.6,196.9,205.6,220.6,235.5
81, 0:06:42,401.7,401.7,177.1,194.2,195.5,206.3,217.6,225.5
82, 0:06:47,406.8,406.8,210.4,217.6,195.7,212.8,219.4,235.2
83, 0:06:52,411.8,411.8,208.7,213.8,186.2,215.9,220.5,233.1
84, 0:06:57,416.7,416.7,193,203.1,169.5,211.3,214.6,229.4
85, 0:07:02,421.8,421.8,177.8,194.2,159.3,199.8,216.2,231.8
86, 0:07:07,427.2,427.2,219.2,216.2,170.1,216.4,223.8,232.6
87, 0:07:12,431.8,431.8,200.8,221.3,191.9,210.3,220.4,232.6
88, 0:07:17,437.3,437.3,186.7,199.9,183.2,199.4,219.4,233.3
89, 0:07:22,441.9,441.9,174.7,194.9,172.7,210.7,220.8,232.9
90, 0:07:27,446.8,446.8,209.2,216.8,171.4,209.2,218.5,227.8
91, 0:07:32,451.8,451.8,205.7,204.4,193.7,206.5,219.5,235
92, 0:07:37,456.8,456.8,188.4,209.1,184.5,213.8,224.7,226.4
93, 0:07:42,461.8,461.8,182.3,205.9,166.6,207.3,214.8,235.2
94, 0:07:47,466.8,466.8,179.9,201.4,159.3,206.8,224.7,232.1
95, 0:07:52,471.8,471.8,197,218.2,183.8,217.3,215.8,227.8
96, 0:07:57,476.8,476.8,184.6,204.2,186.1,201.8,219.6,236.4
97, 0:08:02,482.2,482.2,179.6,193.5,181.7,212.2,223.9,228.6
98, 0:08:07,487.3,487.3,209.8,220.2,185.9,207.3,211.9,232.3
99, 0:08:12,491.9,491.9,206.1,210.5,,209.6,220,232.6
100, 0:08:17,496.9,496.9,197.7,204.1,174.4,217.3,220.2,231
101, 0:08:22,501.8,501.8,183.6,208.9,158.1,205.9,213.7,236.6
102, 0:08:27,506.9,506.9,176.2,197.4,174.7,202.3,221.9,228.4
103, 0:08:32,511.8,511.8,199.4,216.3,198.2,218.6,213.5,236.1
104, 0:08:37,516.8,516.8,212.9,220,193.6,213.6,225.4,229.5
105, 0:08:42,522.2,522.2,200.5,211.9,181.7,215.9,211.3,232.2
106, 0:08:47,527.3,527.3,181.4,202.8,163.5,201.5,225,232
107, 0:08:52,532.3,532.3,174.3,193.4,167.8,206.1,216.3,228.3
108, 0:08:57,536.9,536.9,201.9,215.9,203.5,208.1,222.8,235.7
109, 0:09:02,541.9,541.9,209.3,210.7,193.1,208.9,222.9,231.6
110, 0:09:07,546.8,546.8,192.4,198.7,181.2,206.8,213.3,230.7
111, 0:09:12,551.8,551.8,179.9,211,161.9,204.5,219.4,232.5
